Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss per User,Time Period
Australia,2022,Malware,Retail,32.26,824433,Nation-state,Unpatched Software,AI-based Detection,60,39.12992323208799,2020-2024
Germany,2023,Man-In-The-Middle,Retail,23.28,651963,Insider,Unpatched Software,AI-based Detection,53,35.7075478209653,2020-2024
France,2017,Sql Injection,Education,81.06,349070,Unknown,Zero-day,VPN,41,232.21703383275562,2015-2019
Usa,2024,Malware,Telecommunications,71.42,967411,Hacker Group,Social Engineering,AI-based Detection,47,73.82591266793534,2020-2024
Japan,2021,Sql Injection,Retail,64.81,263770,Unknown,Social Engineering,Antivirus,62,245.7064867119081,2020-2024
Uk,2016,Phishing,Retail,85.89,714670,Hacker Group,Weak Passwords,VPN,32,120.18134243776848,2015-2019
Usa,2021,Ddos,Telecommunications,47.84,498904,Hacker Group,Zero-day,Antivirus,65,95.89019129932812,2020-2024
Usa,2024,Phishing,Education,47.95,569539,Unknown,Weak Passwords,Encryption,18,84.19089825279744,2020-2024
China,2016,Man-In-The-Middle,Retail,82.52,217938,Nation-state,Weak Passwords,VPN,69,378.6397966394112,2015-2019
China,2022,Ransomware,Retail,36.48,172607,Unknown,Zero-day,VPN,60,211.34716436760965,2020-2024
India,2023,Man-In-The-Middle,Retail,95.66,424762,Insider,Unpatched Software,VPN,10,225.20846968419963,2020-2024
Japan,2019,Man-In-The-Middle,IT,42.34,130309,Insider,Zero-day,AI-based Detection,56,324.91999785126126,2015-2019
India,2018,Ddos,Government,65.11,95378,Insider,Social Engineering,Antivirus,67,682.6521839417895,2015-2019
India,2017,Phishing,IT,53.95,920801,Nation-state,Zero-day,Antivirus,52,58.59029258221918,2015-2019
Japan,2020,Man-In-The-Middle,Retail,91.36,551038,Insider,Social Engineering,Firewall,21,165.7961882846555,2020-2024
China,2016,Malware,Telecommunications,85.8,962508,Unknown,Social Engineering,AI-based Detection,13,89.14211622137167,2015-2019
France,2020,Malware,Healthcare,92.29,267554,Hacker Group,Social Engineering,Firewall,45,344.9397131046443,2020-2024
Japan,2020,Ransomware,IT,25.3,76258,Unknown,Social Engineering,VPN,43,331.7684701932912,2020-2024
Russia,2016,Malware,Banking,3.6,661377,Hacker Group,Weak Passwords,Antivirus,66,5.4431889829854985,2015-2019
Australia,2022,Sql Injection,Retail,56.62,310341,Unknown,Weak Passwords,Encryption,32,182.4444723707148,2020-2024
Russia,2017,Phishing,Education,66.25,702883,Insider,Unpatched Software,VPN,31,94.25466258253508,2015-2019
Usa,2017,Malware,Education,78.38,516103,Hacker Group,Unpatched Software,Firewall,62,151.8689098881425,2015-2019
Usa,2015,Malware,Retail,84.7,542283,Hacker Group,Social Engineering,Firewall,64,156.19150886160915,2015-2019
Russia,2016,Sql Injection,Government,43.75,173441,Hacker Group,Social Engineering,Antivirus,43,252.247161859076,2015-2019
France,2017,Ddos,Retail,67.36,856228,Hacker Group,Zero-day,Encryption,47,78.6706344571773,2015-2019
Uk,2019,Malware,IT,68.54,791265,Hacker Group,Social Engineering,Firewall,65,86.62079075910093,2015-2019
Usa,2019,Malware,Retail,45.42,969699,Hacker Group,Social Engineering,Firewall,63,46.83927693026393,2015-2019
Russia,2023,Malware,Telecommunications,95.0,338867,Nation-state,Unpatched Software,AI-based Detection,34,280.34597644503594,2020-2024
Japan,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25,47.28520082544108,2015-2019
Usa,2022,Ransomware,IT,50.4,34584,Insider,Zero-day,Firewall,43,1457.321304649549,2020-2024
Brazil,2021,Malware,Education,74.37,298836,Hacker Group,Social Engineering,Encryption,29,248.8655985222664,2020-2024
Brazil,2018,Malware,Retail,27.82,526161,Unknown,Unpatched Software,AI-based Detection,12,52.873550111087674,2015-2019
Brazil,2020,Phishing,Government,76.95,476308,Insider,Social Engineering,VPN,44,161.55512819436163,2020-2024
China,2017,Sql Injection,Banking,29.39,206897,Unknown,Zero-day,Encryption,18,142.0513588887224,2015-2019
Japan,2022,Malware,IT,1.92,2653,Nation-state,Unpatched Software,AI-based Detection,56,723.7090086694309,2020-2024
Uk,2024,Ransomware,Healthcare,90.37,540353,Hacker Group,Unpatched Software,Antivirus,68,167.24252479397728,2020-2024
Germany,2015,Phishing,Retail,84.77,779922,Nation-state,Zero-day,Antivirus,50,108.6903562151087,2015-2019
Germany,2016,Ransomware,Education,24.4,908906,Hacker Group,Weak Passwords,AI-based Detection,46,26.845460366638573,2015-2019
Russia,2021,Man-In-The-Middle,Healthcare,28.34,446741,Nation-state,Weak Passwords,Firewall,20,63.437204107077704,2020-2024
India,2023,Phishing,Education,9.95,317488,Insider,Social Engineering,VPN,46,31.339767172302576,2020-2024
Brazil,2024,Phishing,IT,72.33,182613,Unknown,Unpatched Software,AI-based Detection,26,396.0835208884362,2020-2024
Uk,2018,Ransomware,IT,61.42,211305,Hacker Group,Zero-day,Encryption,27,290.6698847637302,2015-2019
Uk,2024,Ddos,Government,68.83,60379,Hacker Group,Unpatched Software,Firewall,32,1139.9658821775784,2020-2024
Russia,2020,Ransomware,Healthcare,11.11,785179,Unknown,Weak Passwords,VPN,2,14.149639763671724,2020-2024
Russia,2022,Sql Injection,Telecommunications,1.99,652682,Insider,Social Engineering,Encryption,46,3.0489579917938596,2020-2024
Brazil,2022,Sql Injection,Banking,5.85,52649,Nation-state,Unpatched Software,Encryption,57,111.11322152367566,2020-2024
Germany,2024,Man-In-The-Middle,Government,45.75,865871,Insider,Weak Passwords,Antivirus,58,52.83696994124991,2020-2024
Russia,2022,Ddos,Retail,93.71,474552,Nation-state,Zero-day,Encryption,20,197.470456346196,2020-2024
France,2024,Sql Injection,Healthcare,5.7,400840,Insider,Social Engineering,VPN,57,14.220137710807304,2020-2024
Usa,2020,Phishing,Education,60.57,275819,Nation-state,Social Engineering,Firewall,69,219.60053513354774,2020-2024
Brazil,2021,Ddos,Retail,89.79,454088,Hacker Group,Social Engineering,VPN,70,197.73700251933545,2020-2024
France,2018,Phishing,Government,30.68,338619,Hacker Group,Unpatched Software,Antivirus,68,90.60330341770545,2015-2019
Brazil,2018,Malware,Banking,31.56,940038,Hacker Group,Zero-day,Antivirus,24,33.57311087424125,2015-2019
Usa,2017,Ddos,Government,98.73,17805,Nation-state,Weak Passwords,Antivirus,31,5545.071609098568,2015-2019
Japan,2020,Sql Injection,Telecommunications,92.13,244933,Nation-state,Social Engineering,AI-based Detection,37,376.1436801084378,2020-2024
Usa,2016,Phishing,Retail,71.14,198602,Unknown,Zero-day,Firewall,18,358.203844875681,2015-2019
India,2023,Ddos,Retail,73.85,504861,Unknown,Weak Passwords,Antivirus,65,146.2778863885307,2020-2024
Uk,2016,Malware,Telecommunications,91.24,695618,Nation-state,Social Engineering,Antivirus,14,131.16394342872093,2015-2019
China,2022,Man-In-The-Middle,Healthcare,5.4,270732,Unknown,Weak Passwords,Firewall,31,19.94592438278445,2020-2024
Uk,2015,Phishing,Retail,77.58,270326,Nation-state,Social Engineering,Firewall,24,286.986823317032,2015-2019
Russia,2017,Man-In-The-Middle,Government,80.95,827534,Hacker Group,Unpatched Software,Firewall,29,97.82075419257698,2015-2019
Germany,2020,Man-In-The-Middle,Retail,46.07,32499,Insider,Zero-day,Firewall,14,1417.5820794485985,2020-2024
Russia,2016,Malware,Telecommunications,52.2,279065,Hacker Group,Unpatched Software,VPN,62,187.05319549208966,2015-2019
Germany,2017,Ransomware,Telecommunications,49.56,119598,Insider,Unpatched Software,Encryption,43,414.3882004715798,2015-2019
Germany,2016,Sql Injection,Education,61.78,387500,Nation-state,Weak Passwords,AI-based Detection,30,159.43225806451613,2015-2019
Brazil,2018,Phishing,Education,66.07,656031,Nation-state,Social Engineering,Encryption,36,100.71170417251622,2015-2019
China,2022,Ransomware,Education,85.72,637259,Unknown,Zero-day,VPN,57,134.51359651256396,2020-2024
Russia,2023,Sql Injection,Education,0.98,623106,Nation-state,Weak Passwords,Firewall,43,1.5727661104210198,2020-2024
India,2015,Ddos,Education,21.74,513867,Unknown,Zero-day,Firewall,34,42.30666690019013,2015-2019
Australia,2023,Man-In-The-Middle,Healthcare,7.54,710871,Insider,Zero-day,Firewall,55,10.60670642071487,2020-2024
India,2020,Malware,Healthcare,7.08,875225,Unknown,Zero-day,Antivirus,31,8.089348453254877,2020-2024
Germany,2024,Malware,Retail,71.2,989625,Unknown,Social Engineering,Firewall,53,71.94644436023746,2020-2024
China,2016,Ddos,Education,89.08,210433,Insider,Weak Passwords,AI-based Detection,63,423.31763554195396,2015-2019
Usa,2018,Malware,IT,26.31,709153,Hacker Group,Weak Passwords,VPN,45,37.10059747332381,2015-2019
France,2020,Ransomware,IT,21.11,568832,Nation-state,Social Engineering,Firewall,12,37.11113298829883,2020-2024
China,2022,Phishing,Retail,51.76,355545,Unknown,Weak Passwords,Encryption,68,145.5793218861185,2020-2024
Germany,2019,Phishing,Education,90.91,112635,Insider,Weak Passwords,Firewall,55,807.1203444755183,2015-2019
Brazil,2015,Sql Injection,Banking,89.39,988268,Unknown,Zero-day,VPN,44,90.45117316355483,2015-2019
India,2021,Malware,Education,65.87,357399,Nation-state,Zero-day,Encryption,2,184.30381730223087,2020-2024
Japan,2018,Man-In-The-Middle,Government,78.16,512258,Hacker Group,Weak Passwords,Encryption,32,152.57936430470582,2015-2019
Australia,2024,Ransomware,Healthcare,24.21,180760,Nation-state,Weak Passwords,Encryption,34,133.93449878291656,2020-2024
Usa,2023,Man-In-The-Middle,Retail,81.16,691638,Unknown,Zero-day,Antivirus,17,117.34462247591948,2020-2024
Russia,2019,Ransomware,IT,80.18,123757,Insider,Social Engineering,Encryption,54,647.8825440177121,2015-2019
Germany,2018,Ddos,Telecommunications,70.0,702285,Hacker Group,Zero-day,AI-based Detection,46,99.67463351773141,2015-2019
Australia,2022,Ddos,Education,9.73,907708,Unknown,Unpatched Software,AI-based Detection,44,10.719306208604529,2020-2024
Australia,2015,Ddos,Healthcare,4.49,713160,Hacker Group,Unpatched Software,Encryption,26,6.29592237366089,2015-2019
Usa,2022,Malware,Banking,46.75,239200,Nation-state,Social Engineering,Encryption,8,195.44314381270902,2020-2024
China,2016,Ddos,Healthcare,63.15,500521,Nation-state,Weak Passwords,Encryption,27,126.1685323892504,2015-2019
India,2015,Phishing,IT,25.47,741259,Hacker Group,Unpatched Software,Antivirus,18,34.36045970436784,2015-2019
Japan,2021,Sql Injection,Education,3.97,604843,Insider,Unpatched Software,AI-based Detection,40,6.563686774915143,2020-2024
Uk,2023,Sql Injection,Education,19.17,697610,Insider,Weak Passwords,Encryption,18,27.47953727727527,2020-2024
Germany,2022,Sql Injection,IT,58.35,730850,Hacker Group,Weak Passwords,AI-based Detection,27,79.83854416090853,2020-2024
Australia,2018,Sql Injection,IT,65.08,417807,Insider,Social Engineering,Firewall,46,155.76570043106028,2015-2019
India,2020,Malware,Healthcare,3.74,58205,Hacker Group,Unpatched Software,Encryption,63,64.25564814019414,2020-2024
India,2016,Sql Injection,Healthcare,33.11,830670,Unknown,Social Engineering,Antivirus,11,39.85939061239722,2015-2019
Brazil,2024,Ransomware,Government,57.7,691990,Insider,Weak Passwords,Antivirus,41,83.38270784259888,2020-2024
Usa,2015,Ransomware,Retail,74.68,498089,Insider,Weak Passwords,Encryption,18,149.9330440945293,2015-2019
China,2015,Ransomware,IT,86.82,748040,Insider,Weak Passwords,Firewall,18,116.0633121223464,2015-2019
Brazil,2018,Ransomware,Healthcare,4.51,909979,Nation-state,Social Engineering,VPN,65,4.95615832892847,2015-2019
Australia,2019,Man-In-The-Middle,Banking,27.0,286038,Nation-state,Social Engineering,Encryption,43,94.39305267132339,2015-2019
Russia,2021,Sql Injection,Retail,82.88,479586,Insider,Zero-day,AI-based Detection,8,172.81572022536105,2020-2024
Australia,2020,Phishing,Banking,42.03,454763,Hacker Group,Social Engineering,Firewall,14,92.42176694234139,2020-2024
Uk,2019,Phishing,Telecommunications,33.85,60183,Nation-state,Unpatched Software,AI-based Detection,17,562.4511905355333,2015-2019
Russia,2018,Phishing,Education,94.6,596801,Nation-state,Weak Passwords,Antivirus,70,158.5117987402836,2015-2019
China,2021,Ransomware,IT,71.9,698786,Hacker Group,Zero-day,Antivirus,21,102.89273110795007,2020-2024
Japan,2021,Ddos,Telecommunications,94.23,441749,Nation-state,Unpatched Software,AI-based Detection,55,213.31117897267453,2020-2024
China,2018,Sql Injection,Healthcare,76.4,966102,Hacker Group,Social Engineering,Firewall,1,79.08067678154066,2015-2019
India,2017,Malware,Healthcare,66.29,430200,Unknown,Zero-day,Antivirus,48,154.09112040911205,2015-2019
Uk,2023,Ransomware,Banking,49.89,638668,Nation-state,Social Engineering,Encryption,47,78.11570330750875,2020-2024
Uk,2019,Ddos,Healthcare,81.91,127817,Nation-state,Weak Passwords,Antivirus,66,640.8380731827534,2015-2019
Brazil,2017,Man-In-The-Middle,Government,14.54,491794,Nation-state,Zero-day,Encryption,4,29.56522446390155,2015-2019
Germany,2024,Ransomware,IT,33.44,737958,Hacker Group,Social Engineering,Encryption,54,45.31423197526146,2020-2024
Australia,2017,Ddos,Education,31.74,724207,Hacker Group,Weak Passwords,Firewall,54,43.827248286746745,2015-2019
Germany,2018,Sql Injection,Healthcare,78.11,451780,Hacker Group,Unpatched Software,VPN,28,172.89388640488733,2015-2019
India,2016,Man-In-The-Middle,Healthcare,8.25,875227,Unknown,Zero-day,AI-based Detection,20,9.426126022163393,2015-2019
Brazil,2018,Malware,Banking,17.52,334945,Nation-state,Weak Passwords,Antivirus,33,52.30709519473346,2015-2019
Australia,2023,Ddos,IT,81.89,525978,Unknown,Weak Passwords,Antivirus,12,155.69092243401815,2020-2024
Uk,2016,Phishing,Retail,37.29,761252,Insider,Weak Passwords,VPN,57,48.98509297840925,2015-2019
China,2017,Phishing,Government,38.87,168075,Insider,Social Engineering,AI-based Detection,52,231.265803956567,2015-2019
Japan,2015,Ransomware,Banking,6.57,443408,Hacker Group,Weak Passwords,Encryption,71,14.817053368455237,2015-2019
Uk,2018,Ddos,IT,17.99,60917,Unknown,Zero-day,VPN,1,295.3198614508265,2015-2019
Usa,2017,Man-In-The-Middle,Banking,59.54,839892,Nation-state,Weak Passwords,Encryption,20,70.8900668181147,2015-2019
Brazil,2021,Ransomware,Government,72.14,673933,Unknown,Zero-day,AI-based Detection,22,107.04328175055977,2020-2024
Usa,2021,Ransomware,Education,84.64,534283,Insider,Social Engineering,VPN,49,158.41791709637027,2020-2024
Uk,2022,Ddos,Education,32.2,49715,Insider,Unpatched Software,Encryption,72,647.6918435079956,2020-2024
China,2022,Sql Injection,Banking,1.16,297461,Hacker Group,Zero-day,Firewall,15,3.8996708812247656,2020-2024
Russia,2021,Sql Injection,Healthcare,48.71,861410,Unknown,Social Engineering,VPN,7,56.546824392565675,2020-2024
Germany,2016,Ddos,Telecommunications,14.28,547178,Insider,Social Engineering,Firewall,45,26.097540471290877,2015-2019
Japan,2020,Ransomware,Banking,37.38,273660,Insider,Weak Passwords,Firewall,6,136.59285244463933,2020-2024
Brazil,2023,Phishing,IT,23.01,195113,Unknown,Unpatched Software,Encryption,4,117.93166011490777,2020-2024
China,2018,Man-In-The-Middle,Banking,9.77,881294,Insider,Unpatched Software,AI-based Detection,3,11.085971310368617,2015-2019
Usa,2024,Phishing,Government,58.64,146937,Hacker Group,Social Engineering,Firewall,10,399.08260002586144,2020-2024
Russia,2016,Phishing,Healthcare,11.29,72191,Unknown,Weak Passwords,Antivirus,3,156.390685819562,2015-2019
Australia,2022,Man-In-The-Middle,Government,90.65,898589,Hacker Group,Zero-day,AI-based Detection,58,100.88038024057717,2020-2024
Japan,2024,Malware,Telecommunications,30.66,430306,Nation-state,Weak Passwords,VPN,67,71.25162093951747,2020-2024
Australia,2022,Ddos,IT,27.02,835814,Insider,Weak Passwords,Encryption,40,32.32776670407531,2020-2024
Russia,2015,Sql Injection,IT,56.07,837322,Insider,Zero-day,AI-based Detection,25,66.9634859707496,2015-2019
Russia,2019,Sql Injection,Telecommunications,10.88,299403,Unknown,Unpatched Software,Antivirus,23,36.33898123933294,2015-2019
Usa,2024,Man-In-The-Middle,Government,96.13,482492,Unknown,Social Engineering,Encryption,17,199.23646402427397,2020-2024
China,2022,Ddos,IT,88.61,777010,Hacker Group,Weak Passwords,VPN,34,114.03971634856694,2020-2024
Germany,2021,Ddos,IT,73.5,806210,Unknown,Weak Passwords,Antivirus,5,91.16731372719266,2020-2024
China,2024,Malware,Government,1.17,281616,Nation-state,Unpatched Software,Encryption,6,4.154593489006307,2020-2024
India,2023,Ransomware,Banking,42.02,827952,Hacker Group,Unpatched Software,AI-based Detection,21,50.75173440006184,2020-2024
Usa,2020,Malware,Retail,59.15,179586,Hacker Group,Social Engineering,VPN,27,329.36865902687293,2020-2024
Uk,2022,Phishing,Retail,26.63,725905,Hacker Group,Zero-day,VPN,54,36.68524118169733,2020-2024
Usa,2016,Ddos,Healthcare,30.49,723411,Hacker Group,Weak Passwords,AI-based Detection,40,42.1475482125652,2015-2019
India,2024,Malware,Banking,14.01,141437,Nation-state,Weak Passwords,Firewall,10,99.05470280054017,2020-2024
Usa,2019,Ddos,Government,49.88,441744,Unknown,Weak Passwords,Firewall,40,112.91607809047774,2015-2019
Japan,2016,Malware,Telecommunications,4.84,936738,Insider,Weak Passwords,Antivirus,8,5.166866295591723,2015-2019
Usa,2024,Malware,Education,75.51,822636,Insider,Social Engineering,Antivirus,63,91.79029364141613,2020-2024
Australia,2018,Malware,Banking,68.32,843891,Unknown,Weak Passwords,Antivirus,31,80.95832281657228,2015-2019
Russia,2020,Ddos,Healthcare,6.37,82576,Nation-state,Weak Passwords,VPN,40,77.14105793450882,2020-2024
France,2024,Ransomware,Banking,97.53,759522,Unknown,Weak Passwords,VPN,39,128.40971031780515,2020-2024
Uk,2024,Ransomware,Banking,12.22,860343,Hacker Group,Weak Passwords,Antivirus,42,14.203637386484228,2020-2024
Australia,2023,Malware,Government,55.72,14483,Nation-state,Weak Passwords,Firewall,36,3847.269212179797,2020-2024
Japan,2023,Malware,Telecommunications,67.77,871255,Hacker Group,Social Engineering,AI-based Detection,24,77.78434557047018,2020-2024
India,2019,Man-In-The-Middle,Government,98.86,48647,Unknown,Zero-day,Encryption,48,2032.1910909203034,2015-2019
Australia,2024,Phishing,Education,74.75,109907,Insider,Social Engineering,VPN,5,680.120465484455,2020-2024
Brazil,2022,Man-In-The-Middle,Retail,89.11,749386,Unknown,Unpatched Software,Firewall,16,118.91068154462454,2020-2024
Russia,2018,Malware,Telecommunications,89.79,900723,Insider,Zero-day,Firewall,32,99.68658510996167,2015-2019
France,2024,Phishing,IT,49.75,943151,Nation-state,Zero-day,VPN,66,52.74871150006733,2020-2024
Usa,2019,Malware,Education,1.05,93580,Nation-state,Unpatched Software,VPN,21,11.22034622782646,2015-2019
China,2019,Malware,Retail,26.66,303469,Insider,Social Engineering,VPN,60,87.85081837024539,2015-2019
Usa,2024,Malware,Telecommunications,0.71,28436,Unknown,Unpatched Software,Encryption,66,24.968349978899987,2020-2024
France,2015,Phishing,Healthcare,41.92,383484,Unknown,Unpatched Software,VPN,52,109.31355675856098,2015-2019
Germany,2017,Ddos,Telecommunications,40.05,27446,Insider,Social Engineering,AI-based Detection,13,1459.2290315528674,2015-2019
